timestamp,host,cpu,ram,swap
2026-05-21 03:19:45.000,compute1,12.70147705078125,53.43108367919922,2.2705090045928955
2026-05-21 03:20:00.000,compute1,13.852399826049805,53.428794860839844,2.2705090045928955
2026-05-21 03:20:15.000,compute1,13.25265884399414,53.42813491821289,2.2705090045928955
2026-05-21 03:20:30.000,compute1,12.693146705627441,53.425411224365234,2.2705090045928955
2026-05-21 03:20:45.000,compute1,12.714645385742188,53.42300796508789,2.2705090045928955
2026-05-21 03:21:00.000,compute1,13.77427864074707,53.4228401184082,2.2705090045928955
2026-05-21 03:21:15.000,compute1,13.373053550720215,53.422794342041016,2.2705090045928955
2026-05-21 03:21:30.000,compute1,12.705310821533203,53.42335891723633,2.2705090045928955
2026-05-21 03:21:45.000,compute1,12.671442985534668,53.42346954345703,2.2705090045928955
2026-05-21 03:22:00.000,compute1,13.503271102905273,53.42036819458008,2.2705090045928955
2026-05-21 03:22:15.000,compute1,13.450743675231934,53.419281005859375,2.2705090045928955
2026-05-21 03:22:30.000,compute1,12.710248947143555,53.420066833496094,2.2705090045928955
2026-05-21 03:22:45.000,compute1,12.692073822021484,53.41780090332031,2.2705090045928955
2026-05-21 03:23:00.000,compute1,13.614972114562988,53.416282653808594,2.2705090045928955
2026-05-21 03:23:15.000,compute1,13.363763809204102,53.4156608581543,2.2705090045928955
2026-05-21 03:23:30.000,compute1,12.725983619689941,53.41592788696289,2.2705090045928955
2026-05-21 03:23:45.000,compute1,12.83903694152832,53.41612243652344,2.2705090045928955
2026-05-21 03:24:00.000,compute1,13.561159133911133,53.41649627685547,2.2705090045928955
2026-05-21 03:24:15.000,compute1,13.180744171142578,53.41593551635742,2.2705090045928955
2026-05-21 03:24:30.000,compute1,12.793952941894531,53.41329574584961,2.2705090045928955
2026-05-21 03:24:45.000,compute1,12.93017292022705,53.410152435302734,2.2705090045928955
2026-05-21 03:25:00.000,compute1,13.673821449279785,53.4105339050293,2.2705090045928955
2026-05-21 03:25:15.000,compute1,13.211688995361328,53.41139602661133,2.2705090045928955
2026-05-21 03:25:30.000,compute1,12.863242149353027,53.41109085083008,2.2705090045928955
2026-05-21 03:25:45.000,compute1,12.932833671569824,53.411170959472656,2.2705090045928955
2026-05-21 03:26:00.000,compute1,13.549797058105469,53.40892028808594,2.2705090045928955
2026-05-21 03:26:15.000,compute1,13.32343864440918,53.40785217285156,2.2705090045928955
2026-05-21 03:26:30.000,compute1,12.848841667175293,53.40612030029297,2.2705090045928955
2026-05-21 03:26:45.000,compute1,12.92692756652832,53.404964447021484,2.2705090045928955
2026-05-21 03:27:00.000,compute1,13.573497772216797,53.405517578125,2.2705090045928955
2026-05-21 03:27:15.000,compute1,13.293375968933105,53.40412902832031,2.2705090045928955
2026-05-21 03:27:30.000,compute1,12.920873641967773,53.405548095703125,2.2705090045928955
2026-05-21 03:27:45.000,compute1,13.036425590515137,53.408836364746094,2.2705090045928955
2026-05-21 03:28:00.000,compute1,13.573149681091309,53.409454345703125,2.2705090045928955
2026-05-21 03:28:15.000,compute1,13.313966751098633,53.40847396850586,2.2705090045928955
2026-05-21 03:28:30.000,compute1,12.930866241455078,53.40630340576172,2.2705090045928955
2026-05-21 03:28:45.000,compute1,13.088224411010742,53.40166091918945,2.2705090045928955
2026-05-21 03:29:00.000,compute1,13.671334266662598,53.401939392089844,2.2705090045928955
2026-05-21 03:29:15.000,compute1,13.306707382202148,53.403160095214844,2.2705090045928955
2026-05-21 03:29:30.000,compute1,13.012041091918945,53.403263092041016,2.2705090045928955
2026-05-21 03:19:53.277,compute2,10.637670516967773,44.42295837402344,1.817253589630127
2026-05-21 03:20:08.277,compute2,9.353641510009766,44.427860260009766,1.8172446489334106
2026-05-21 03:20:23.277,compute2,10.329521179199219,44.43265151977539,1.817279577255249
2026-05-21 03:20:38.277,compute2,11.040133476257324,44.42723846435547,1.8172290325164795
2026-05-21 03:20:53.277,compute2,10.74474811553955,44.419559478759766,1.8171929121017456
2026-05-21 03:21:08.277,compute2,9.411373138427734,44.43256759643555,1.817270278930664
2026-05-21 03:21:23.277,compute2,10.240917205810547,44.43141174316406,1.8172606229782104
2026-05-21 03:21:38.277,compute2,10.934523582458496,44.43498611450195,1.8172557353973389
2026-05-21 03:21:53.277,compute2,10.807877540588379,44.43354415893555,1.817233920097351
2026-05-21 03:22:08.277,compute2,9.475733757019043,44.44242477416992,1.81729257106781
2026-05-21 03:22:23.277,compute2,10.157577514648438,44.443603515625,1.8173284530639648
2026-05-21 03:22:38.277,compute2,10.841333389282227,44.44321823120117,1.8173288106918335
2026-05-21 03:22:53.277,compute2,10.905420303344727,44.447052001953125,1.8173798322677612
2026-05-21 03:23:08.277,compute2,9.494087219238281,44.44583511352539,1.8173549175262451
2026-05-21 03:23:23.277,compute2,10.092845916748047,44.43552017211914,1.8172513246536255
2026-05-21 03:23:38.277,compute2,10.849723815917969,44.43517303466797,1.8172221183776855
2026-05-21 03:23:53.277,compute2,11.122590065002441,44.43370056152344,1.817295789718628
2026-05-21 03:24:08.277,compute2,9.571985244750977,44.4360237121582,1.8172982931137085
2026-05-21 03:24:23.277,compute2,9.997453689575195,44.43998336791992,1.8173191547393799
2026-05-21 03:24:38.277,compute2,10.900407791137695,44.43408203125,1.8172764778137207
2026-05-21 03:24:53.277,compute2,11.264354705810547,44.42579650878906,1.8172376155853271
2026-05-21 03:25:08.277,compute2,9.675163269042969,44.43844985961914,1.8173155784606934
2026-05-21 03:25:23.277,compute2,9.957757949829102,44.43769836425781,1.8172988891601562
2026-05-21 03:25:38.277,compute2,10.87936019897461,44.44270706176758,1.8172893524169922
2026-05-21 03:25:53.277,compute2,11.391240119934082,44.439918518066406,1.817270278930664
2026-05-21 03:26:08.277,compute2,9.80413818359375,44.44820785522461,1.8173309564590454
2026-05-21 03:26:23.277,compute2,9.965259552001953,44.449188232421875,1.8173601627349854
2026-05-21 03:26:38.277,compute2,10.749229431152344,44.4495735168457,1.8173682689666748
2026-05-21 03:26:53.277,compute2,11.439799308776855,44.452674865722656,1.8174184560775757
2026-05-21 03:27:08.277,compute2,9.825366973876953,44.45188522338867,1.8173996210098267
2026-05-21 03:27:23.277,compute2,9.924189567565918,44.441829681396484,1.817299723625183
2026-05-21 03:27:38.277,compute2,10.755478858947754,44.44101333618164,1.8172675371170044
2026-05-21 03:27:53.277,compute2,11.420398712158203,44.44438934326172,1.8173009157180786
2026-05-21 03:28:08.277,compute2,10.035968780517578,44.448272705078125,1.8173046112060547
2026-05-21 03:28:23.277,compute2,9.891033172607422,44.45071792602539,1.8173273801803589
2026-05-21 03:28:38.277,compute2,10.558857917785645,44.442466735839844,1.8172751665115356
2026-05-21 03:28:53.277,compute2,11.472222328186035,44.433345794677734,1.81722891330719
2026-05-21 03:29:08.277,compute2,10.058477401733398,44.44527816772461,1.817300796508789
2026-05-21 03:29:23.277,compute2,9.882616996765137,44.44366455078125,1.817290186882019
2026-05-21 03:29:38.277,compute2,10.481006622314453,44.44647216796875,1.8172857761383057
2026-05-21 03:19:53.277,compute3,21.986677169799805,62.58266067504883,3.771879196166992
2026-05-21 03:20:08.277,compute3,18.63187599182129,62.58421325683594,3.771879196166992
2026-05-21 03:20:23.277,compute3,18.5863037109375,62.586875915527344,3.771879196166992
2026-05-21 03:20:38.277,compute3,18.012428283691406,62.56884002685547,3.771879196166992
2026-05-21 03:20:53.277,compute3,21.71938705444336,62.56725311279297,3.771879196166992
2026-05-21 03:21:08.277,compute3,19.155906677246094,62.572471618652344,3.771879196166992
2026-05-21 03:21:23.277,compute3,18.6696834564209,62.575965881347656,3.771879196166992
2026-05-21 03:21:38.277,compute3,18.008167266845703,62.57535934448242,3.771879196166992
2026-05-21 03:21:53.277,compute3,21.252853393554688,62.573753356933594,3.771879196166992
