,timestamp,host,cpu,ram,swap
0,2026-05-18 12:51:07.762,compute1,13.787750244140625,44.45952606201172,2.2827160358428955
1,2026-05-18 12:51:22.762,compute1,11.37714672088623,44.464637756347656,2.2827160358428955
2,2026-05-18 12:51:37.762,compute1,13.5807466506958,44.54570388793945,2.2827160358428955
3,2026-05-18 12:51:52.762,compute1,14.338382720947266,44.51997375488281,2.2827160358428955
4,2026-05-18 12:52:07.762,compute1,14.007881164550781,44.50691223144531,2.2827160358428955
5,2026-05-18 12:52:22.762,compute1,11.807008743286133,44.39532470703125,2.2827160358428955
6,2026-05-18 12:52:37.762,compute1,13.251559257507324,44.503570556640625,2.2827160358428955
7,2026-05-18 12:52:52.762,compute1,14.258432388305664,44.480072021484375,2.2827160358428955
8,2026-05-18 12:53:07.762,compute1,13.846925735473633,44.515708923339844,2.2827160358428955
9,2026-05-18 12:53:22.762,compute1,11.91148567199707,44.446746826171875,2.2827160358428955
10,2026-05-18 12:53:37.762,compute1,13.240771293640137,44.42051696777344,2.2827160358428955
11,2026-05-18 12:53:52.762,compute1,14.102670669555664,44.40910720825195,2.2827160358428955
12,2026-05-18 12:54:07.762,compute1,13.905302047729492,44.293434143066406,2.2827160358428955
13,2026-05-18 12:54:22.762,compute1,11.959035873413086,44.33216857910156,2.2827160358428955
14,2026-05-18 12:54:37.762,compute1,13.191818237304688,44.4102668762207,2.2827160358428955
15,2026-05-18 12:54:52.762,compute1,14.075861930847168,44.36437225341797,2.2827160358428955
16,2026-05-18 12:55:07.762,compute1,13.740107536315918,44.38290786743164,2.2827160358428955
17,2026-05-18 12:55:22.762,compute1,12.182025909423828,44.477848052978516,2.2827160358428955
18,2026-05-18 12:55:37.762,compute1,13.061047554016113,44.48880386352539,2.2827160358428955
19,2026-05-18 12:55:52.762,compute1,14.08832836151123,44.51102828979492,2.2827160358428955
20,2026-05-18 12:56:07.762,compute1,13.785213470458984,44.526702880859375,2.2827160358428955
21,2026-05-18 12:56:22.762,compute1,12.25830364227295,44.394996643066406,2.2827160358428955
22,2026-05-18 12:56:37.762,compute1,12.869073867797852,44.372493743896484,2.2827160358428955
23,2026-05-18 12:56:52.762,compute1,13.992966651916504,44.48485565185547,2.2827160358428955
24,2026-05-18 12:57:07.762,compute1,13.744729995727539,44.42951965332031,2.2827160358428955
25,2026-05-18 12:57:22.762,compute1,12.42673397064209,44.36309814453125,2.2827160358428955
26,2026-05-18 12:57:37.762,compute1,12.858213424682617,44.335693359375,2.2827160358428955
27,2026-05-18 12:57:52.762,compute1,13.876614570617676,44.291297912597656,2.2827160358428955
28,2026-05-18 12:58:07.762,compute1,13.757939338684082,44.20030212402344,2.2827160358428955
29,2026-05-18 12:58:22.762,compute1,12.474512100219727,44.169639587402344,2.2827160358428955
30,2026-05-18 12:58:37.762,compute1,12.926979064941406,44.319313049316406,2.2827160358428955
31,2026-05-18 12:58:52.762,compute1,13.939756393432617,44.18722915649414,2.2827160358428955
32,2026-05-18 12:59:07.762,compute1,13.624353408813477,44.44231414794922,2.2827160358428955
33,2026-05-18 12:59:22.762,compute1,12.8071870803833,44.3431396484375,2.2827160358428955
34,2026-05-18 12:59:37.762,compute1,12.901834487915039,44.414974212646484,2.2827160358428955
35,2026-05-18 12:59:52.762,compute1,13.802338600158691,44.38982391357422,2.2827160358428955
36,2026-05-18 13:00:07.762,compute1,13.71402359008789,44.36885452270508,2.2827160358428955
37,2026-05-18 13:00:22.762,compute1,12.786622047424316,44.328880310058594,2.2827160358428955
38,2026-05-18 13:00:37.762,compute1,12.793739318847656,44.39909362792969,2.2827160358428955
39,2026-05-18 13:00:52.762,compute1,13.760492324829102,44.38520812988281,2.2827160358428955
40,2026-05-18 13:01:07.762,compute1,13.742138862609863,44.37331008911133,2.2827160358428955
41,2026-05-18 13:01:22.762,compute1,12.806941032409668,44.35762023925781,2.2827160358428955
42,2026-05-18 13:01:37.762,compute1,12.843118667602539,44.23786544799805,2.2827160358428955
43,2026-05-18 13:01:52.762,compute1,13.652156829833984,44.19021224975586,2.2827160358428955
44,2026-05-18 13:02:07.762,compute1,13.678832054138184,44.104034423828125,2.2827160358428955
45,2026-05-18 13:02:22.762,compute1,12.821550369262695,44.0670051574707,2.2827160358428955
46,2026-05-18 13:02:37.762,compute1,12.90328598022461,44.236419677734375,2.2827160358428955
47,2026-05-18 13:02:52.762,compute1,13.669666290283203,44.176979064941406,2.2827160358428955
48,2026-05-18 13:03:07.762,compute1,13.631327629089355,44.06284713745117,2.2827160358428955
49,2026-05-18 13:03:22.762,compute1,13.049606323242188,44.00700378417969,2.2827160358428955
50,2026-05-18 13:03:37.762,compute1,12.749260902404785,44.0795783996582,2.2827160358428955
51,2026-05-18 13:03:52.762,compute1,13.499637603759766,43.84181213378906,2.2827160358428955
52,2026-05-18 13:04:07.762,compute1,13.694032669067383,43.94389724731445,2.2827160358428955
